seq1_id,seq2_id,tm_score,evalue
cath|4_4_0|1ayrB02,cath|4_4_0|1acxA00,0.470700,1.81e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1ayoA00,0.363800,8.21e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1adqL02,0.210900,1.61e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1adqL01,0.210900,1.61e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1a8jL01,0.263400,3.36e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1ad9B01,0.278100,7.39e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1aj7L01,0.246600,8.66e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1a8jH01,0.183200,2.09e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1a2yB00,0.330300,3.40e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a7qH00,0.357600,4.91e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aqkL02,0.159400,1.70e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1aqkL01,0.159400,1.70e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1ai1H01,0.239700,9.62e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1a3rH01,0.237000,1.25e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a3rL01,0.267600,2.23e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a7oH00,0.333500,5.45e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1ad9L01,0.211000,1.19e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aozA03,0.202600,1.01e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aozA02,0.202600,1.01e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aozA01,0.202600,1.01e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a6tA01,0.212100,9.12e-02
cath|4_4_0|1ayrB02,cath|4_4_0|1a0qH01,0.231200,2.61e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1adqH02,0.271300,6.05e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1adqH01,0.271300,6.05e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1ad0A01,0.248500,4.42e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a4jB01,0.239500,6.05e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a3qA02,0.139200,1.13e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a3qA01,0.139200,1.13e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1adqA01,0.199200,3.22e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1axsA01,0.218200,4.19e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a4kA01,0.202900,3.77e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aifB02,0.206300,4.19e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aifB01,0.206300,4.19e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1axsB01,0.243000,7.47e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aqkH01,0.247200,8.75e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1ap2B00,0.260900,1.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a14H00,0.295400,1.56e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b4tA00,0.433700,3.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1axiB02,0.190800,3.98e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1axiB01,0.190800,3.98e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1b2wH01,0.223900,6.72e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a7pL00,0.308000,1.73e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ac6A00,0.361700,2.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aq4A00,0.418100,3.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ay1L01,0.193200,4.66e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1ad0B01,0.222400,9.72e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a5fL01,0.221100,7.09e-01
cath|4_4_0|1ayrB02,cath|4_4_0|12e8H01,0.235500,9.22e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a7qL00,0.283300,1.56e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2yA00,0.308700,2.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b0wA00,0.295000,1.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ao7E02,0.208800,9.22e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1b4jL01,0.185900,7.09e-01
cath|4_4_0|1ayrB02,cath|4_4_0|12e8L02,0.160400,4.66e-01
cath|4_4_0|1ayrB02,cath|4_4_0|12e8L01,0.160400,4.66e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1afvL01,0.210800,1.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a6tB02,0.208600,1.26e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a6tB01,0.208600,1.26e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ae6L01,0.182600,7.47e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1b23P03,0.158600,6.38e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1b23P01,0.158600,6.38e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a6vM00,0.365100,3.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aq3A00,0.453800,6.79e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a25A00,0.289300,2.93e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a0qL02,0.226700,1.73e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a0qL01,0.226700,1.73e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aifA01,0.218600,1.56e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a4jA01,0.190700,1.08e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2fA02,0.372500,6.79e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aipA02,0.149400,6.72e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aipA01,0.149400,6.72e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a65A01,0.151300,7.09e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a6cA02,0.101000,2.35e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a6cA01,0.101000,2.35e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1a7oL00,0.274200,2.50e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ar2A00,0.295500,2.78e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b4jH01,0.216000,2.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b35B00,0.199100,1.56e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a8pA02,0.261800,2.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a8pA01,0.261800,2.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a6vH00,0.291500,3.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1avgI00,0.448600,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a5fH02,0.178900,1.92e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a5fH01,0.178900,1.92e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ae6H01,0.245600,3.43e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1afvH01,0.170300,1.48e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1auyB00,0.101200,6.38e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1ai1L01,0.217300,3.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b35C00,0.207100,2.50e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ar7100,0.172800,1.92e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1al2100,0.182100,2.50e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aym100,0.120500,9.72e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1aipE03,0.149400,1.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aipE02,0.149400,1.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1azvA00,0.343600,9.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1auyC00,0.113400,1.08e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b6dA01,0.193900,3.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a6zA02,0.121500,1.73e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a6zA01,0.121500,1.73e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a0sP00,0.102600,8.30e-01
cath|4_4_0|1ayrB02,cath|4_4_0|1af6A00,0.111200,1.33e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b34B00,0.134300,2.50e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1anuA00,0.193500,3.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ab8A00,0.161400,2.78e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a21A01,0.136700,2.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aj7H01,0.190800,4.70e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a0jA02,0.164400,3.09e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a0jA01,0.164400,3.09e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a7tA00,0.201400,6.45e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b07A00,0.211700,5.51e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a78A00,0.133200,2.78e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a8mA00,0.158800,3.43e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ajoA00,0.133000,3.62e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ar6100,0.139100,2.93e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a48A01,0.186400,7.16e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1as4A02,0.107600,2.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1as4A01,0.107600,2.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2vE03,0.088410,1.14e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2vD03,0.083590,1.26e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2vB03,0.092260,1.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1accA02,0.110800,1.92e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ag4A00,0.179500,6.45e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a14L00,0.243700,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a4aA00,0.265500,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ammA02,0.172900,5.51e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ammA01,0.172900,5.51e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a21B02,0.156700,5.51e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ax0A00,0.095830,2.78e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1atnD00,0.153800,3.43e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1akoA00,0.201200,5.80e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a1nA01,0.130300,4.46e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a1mA01,0.114900,3.43e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1auvA03,0.161900,7.16e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1auvA01,0.161900,7.16e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b3bA02,0.285600,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b3bA01,0.285600,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b6pA00,0.257000,7.55e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b6mB00,0.280600,8.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1acdA00,0.133600,5.80e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2dB00,0.184100,7.95e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a18A00,0.198900,8.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1alyA00,0.240400,8.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aocA00,0.262700,9.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a7sA02,0.119700,6.79e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a7sA01,0.119700,6.79e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1azzA02,0.111300,4.96e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1azzA01,0.111300,4.96e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ao5A02,0.086290,2.64e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ao5A01,0.086290,2.64e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a5iA02,0.154700,6.12e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a5iA01,0.154700,6.12e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ad5A01,0.105600,4.46e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a8dA02,0.084750,2.50e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a8dA01,0.084750,2.50e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2vC03,0.112100,5.22e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2vA03,0.088390,3.25e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a7hA00,0.212600,9.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b6mA00,0.120900,7.55e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b6kA00,0.233900,9.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1adlA00,0.122600,6.45e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a45A02,0.125900,8.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a45A01,0.125900,8.83e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1ahjB01,0.223900,9.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b0fA02,0.154200,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1an1E02,0.113100,7.95e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1avbA00,0.131700,6.79e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1aym300,0.146100,7.95e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b12A02,0.095240,7.16e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a39A00,0.154100,8.38e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1attA01,0.102800,6.12e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1avlA03,0.101000,5.80e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1av4A03,0.091620,6.45e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a2vF03,0.085440,3.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1b6lA00,0.193900,9.81e+00
cath|4_4_0|1ayrB02,cath|4_4_0|1a94A00,0.180600,9.31e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA08,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA07,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA06,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA05,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA04,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA02,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1avcA01,0.166400,1.13e-02
cath|4_4_0|1b3uA00,cath|4_4_0|1aeiA02,0.216400,6.44e-01
cath|4_4_0|1b3uA00,cath|4_4_0|1anxA04,0.204500,6.67e-01
cath|4_4_0|1b3uA00,cath|4_4_0|1anxA03,0.204500,6.67e-01
cath|4_4_0|1b3uA00,cath|4_4_0|1anxA02,0.204500,6.67e-01
cath|4_4_0|1b3uA00,cath|4_4_0|1anxA01,0.204500,6.67e-01
cath|4_4_0|1b3uA00,cath|4_4_0|1alaA03,0.239100,1.25e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1axnA04,0.216300,1.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1axnA03,0.216300,1.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1axnA02,0.216300,1.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1axnA01,0.216300,1.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1aowA02,0.183800,3.69e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1azwA00,0.223300,6.67e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a59A02,0.142400,3.95e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a59A01,0.142400,3.95e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a5kC02,0.178200,4.09e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1axdA02,0.210500,6.91e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1axdA01,0.210500,6.91e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1aj8A02,0.169600,4.54e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1aj8A01,0.169600,4.54e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1ashA00,0.175400,7.41e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1b48A02,0.244400,9.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1b48A01,0.244400,9.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1ahpA01,0.093450,2.60e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a5mC02,0.174300,6.01e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1acvA00,0.167600,8.82e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1at9A00,0.144700,8.22e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1b3yA00,0.158900,6.91e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1b3xA00,0.173400,8.22e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1b30A00,0.187400,7.94e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1auwA02,0.106500,5.23e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1auwA01,0.106500,5.23e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a8iA02,0.117200,4.71e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1agyA00,0.173800,9.79e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1ak0A00,0.121100,7.41e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1b3wA00,0.169800,9.79e+00
cath|4_4_0|1b3uA00,cath|4_4_0|16vpA00,0.130700,9.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a0dA00,0.128800,9.13e+00
cath|4_4_0|1b3uA00,cath|4_4_0|1a35A04,0.141500,9.45e+00
cath|4_4_0|1b4fG00,cath|4_4_0|1b0xA00,0.918200,8.01e-07
cath|4_4_0|1b4fG00,cath|4_4_0|1aluA00,0.299200,5.93e+00
cath|4_4_0|1b4fG00,cath|4_4_0|158lA00,0.318800,9.28e+00
cath|4_4_0|1b4fG00,cath|4_4_0|1anxA04,0.240900,8.70e+00
cath|4_4_0|1b4fG00,cath|4_4_0|1anxA03,0.240900,8.70e+00
cath|4_4_0|1b4fG00,cath|4_4_0|1anxA02,0.240900,8.70e+00
cath|4_4_0|1b4fG00,cath|4_4_0|1anxA01,0.240900,8.70e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1b7fA01,1.006000,3.84e-40
cath|4_4_0|1b7fA02,cath|4_4_0|1a9nD00,0.838700,5.84e-07
cath|4_4_0|1b7fA02,cath|4_4_0|1a7gE00,0.551800,1.80e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1aisA02,0.241100,8.42e-03
cath|4_4_0|1b7fA02,cath|4_4_0|1aisA01,0.241100,8.42e-03
cath|4_4_0|1b7fA02,cath|4_4_0|1b4bA00,0.619000,1.19e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1b3tA00,0.477900,6.20e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1azsA00,0.401600,9.78e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1ayeA02,0.456800,1.65e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ayeA01,0.456800,1.65e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1b4aA01,0.391500,1.88e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ayoA00,0.275100,6.61e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1aipA02,0.161500,2.33e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1aipA01,0.161500,2.33e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1ax4C02,0.307100,1.65e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1af5A00,0.390100,2.60e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1b24A01,0.236900,1.27e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a6zA02,0.247600,1.04e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a6zA01,0.247600,1.04e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aipE03,0.145200,2.18e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1aipE02,0.145200,2.18e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1a2nA02,0.221900,8.04e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1ahoA00,0.429700,4.98e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1adqH02,0.216500,7.53e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1adqH01,0.216500,7.53e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1ax4A02,0.316100,2.28e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ax4A01,0.316100,2.28e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ax4B02,0.343000,3.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a14H00,0.186600,7.53e-01
cath|4_4_0|1b7fA02,cath|4_4_0|1aksA00,0.608200,8.38e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1azsB00,0.182000,1.19e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aa1L02,0.277200,4.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aa1H02,0.277200,4.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aa1E02,0.277200,4.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aa1B02,0.277200,4.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ausL02,0.316700,4.10e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a45A02,0.156800,1.88e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a45A01,0.156800,1.88e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1agjA02,0.144400,1.45e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1agjA01,0.144400,1.45e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aqiA02,0.155000,1.65e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a5fH02,0.175400,2.43e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a5fH01,0.175400,2.43e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ad3A02,0.325200,7.36e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ad3A01,0.325200,7.36e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a7qH00,0.204100,3.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ap2B00,0.178800,2.96e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aihA00,0.284700,7.36e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ammA02,0.188200,4.10e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1ammA01,0.188200,4.10e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1at3A00,0.242800,6.05e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aj7H01,0.180500,3.37e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a4jB01,0.251300,6.05e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1b4jH01,0.171700,3.16e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aqkH01,0.148100,3.16e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1aamA02,0.427400,8.95e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1adjB02,0.226200,5.67e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a4sA02,0.307200,7.36e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1a4sA01,0.307200,7.36e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1amuA04,0.218600,4.98e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1amuA03,0.218600,4.98e+00
cath|4_4_0|1b7fA02,cath|4_4_0|1amuA02,0.218600,4.98e+00
